PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
5533,1,3,"Lopez, Mr. Samuel",male,19.61940315460414,1,1,SOTON/O 152285,71.24515104351184,E114,C
5534,1,1,"Pruitt, Mr. Patrick",male,15.241903410908066,0,0,PC 290141,35.00926006284549,E44,S
5535,0,2,"Cox, Miss. Brian",male,9.92335795085657,0,1,60049,77.03390912638432,F198,S
5536,0,3,"Garcia, Miss. Anna",female,25.76255124629677,0,0,SC/Paris 202932,7.122753379146827,C66,S
5537,0,2,"Johnson, Miss. Anthony",female,42.80923367539636,1,0,STON/O 193626,66.95180157131867,,C
5538,1,3,"Martinez, Dr. Nichole",male,33.586341036058364,0,0,37682,101.86010208973929,C14,S
5539,0,3,"Anderson, Miss. Isaac",male,13.162924288093986,0,0,86597,15.438411260420526,D84,S
5540,0,3,"Murphy, Master. John",male,60.13722726506647,0,0,PC 297836,22.97224620783064,B71,S
5541,0,2,"Smith, Mr. Amy",male,39.09354095288195,0,0,48139,44.65090750597415,,S
5542,1,2,"Krueger, Dr. Lisa",female,40.88374162060761,0,1,82280,101.33952517077422,C107,S
5543,1,1,"Rodriguez, Master. Jesse",female,47.990403582867216,0,0,A/5 772907,119.1867572059517,,C
5544,1,3,"Weber, Mrs. Heather",male,7.036981759239083,0,0,SC/Paris 763710,38.22417164764318,C87,S
5545,1,3,"Evans, Miss. Pamela",male,17.239922059769643,0,0,STON/O 898938,53.65677179881545,,C
5546,0,3,"Gross, Miss. Eileen",male,41.522158996939815,0,0,39716,103.14321872022323,,S
5547,0,3,"Sanchez, Mr. Taylor",male,18.649663407699325,1,0,SOTON/O 631485,13.152545104501728,A127,S
5548,0,2,"Cortez, Master. Cheryl",female,26.149811388429324,1,0,68547,87.2097488458158,,S
5549,0,1,"Evans, Master. Jennifer",female,28.9116308603618,0,0,STON/O 341731,15.180706096963933,B39,S
5550,0,3,"Bush, Miss. Christina",male,12.116324559181155,1,0,STON/O 398656,43.49469472072401,,S
5551,0,3,"Chen, Miss. Jessica",male,24.94855945012904,2,0,63826,136.4113667034739,,S
5552,0,2,"Washington, Master. Jeffery",male,42.80304504292565,0,1,77066,35.820260134271884,,S
5553,1,1,"Higgins, Master. Rhonda",female,40.21235445744978,0,0,PC 489416,4.9032679156658725,,S
5554,0,1,"Thomas, Mrs. Jessica",female,45.58220526754455,0,0,34062,113.07685831495972,,S
5555,1,2,"Hunt, Miss. Michael",male,44.138262233071146,0,0,CA 306201,43.970135258223856,,S
5556,1,3,"Patterson, Miss. Jesus",female,35.68223495983618,1,1,66578,3.6904471578900826,,S
5557,0,3,"Jacobs, Master. Tammy",male,34.5734989763358,0,1,SC/Paris 776983,0.5292160619411481,,S
5558,1,3,"Carter, Mr. Dorothy",male,33.54663064149265,0,0,24880,15.142008285397305,B197,S
5559,0,3,"Griffin, Master. Leroy",female,21.22133965844455,0,0,SOTON/O 934643,6.408072107150101,,S
5560,1,3,"Hernandez, Miss. Marcus",male,15.58077386791141,0,0,51821,49.50153366606884,,S
5561,0,3,"Campbell, Mrs. Samantha",female,20.345637154321395,2,0,92841,45.40567266965236,D22,S
5562,1,1,"Lee, Miss. Jordan",male,25.435589568195436,0,0,32835,91.90515102952396,,C
5563,0,3,"Booker, Dr. Julie",male,20.818436773601135,3,0,59574,36.01166882332463,,S
5564,0,1,"Knox, Miss. Richard",male,35.79364433877482,0,0,26667,14.592599876824472,,S
5565,1,2,"Clark, Miss. Leonard",male,32.82653302489952,1,0,A/5 365870,2.5795413449342055,D13,Q
5566,0,1,"Adams, Miss. Donna",male,34.33052898208305,1,0,37186,0.528015678508322,,S
5567,1,3,"Thompson, Master. Nicole",male,34.91971292282091,1,0,SC/Paris 159588,130.03494194904306,,C
5568,1,2,"Arnold, Mr. Stephanie",male,46.73929512898346,1,0,46297,7.804190298215275,,S
5569,1,1,"Richards, Miss. Monica",male,29.879979506580593,0,0,STON/O 692940,34.57689808229607,B45,S
5570,1,3,"Rodriguez, Miss. Michelle",female,44.11717207368456,1,0,77253,79.1843622958751,,C
5571,1,3,"Serrano, Miss. Annette",male,37.23219501170834,1,0,45203,131.99603041133247,,S
5572,0,3,"Reid, Miss. James",female,45.8148695128912,1,0,W.E.P. 223848,11.263271613854997,,S
5573,1,3,"Leonard, Miss. Jeffrey",male,52.60481768141201,2,0,79879,13.193883462564923,,Q
5574,1,1,"Ortiz, Mrs. James",male,38.07309411970698,1,0,90099,9.907280532259213,,S
5575,1,1,"French, Master. William",male,31.45275549540798,2,2,43782,8.654075698735895,,S
5576,0,3,"Andrews, Master. Kevin",male,31.362309444206314,0,0,69283,30.344364115936205,B81,S
5577,1,3,"Warner, Miss. Anthony",male,23.41767488613426,0,1,77822,50.51705514091594,,S
5578,1,3,"Smith, Mrs. Michelle",male,22.947189947935215,0,0,W.E.P. 678485,61.253154959526945,,C
5579,1,3,"Coleman, Dr. Matthew",male,42.62964028636149,0,0,33353,19.815253720648446,,C
5580,0,3,"Murray, Dr. Kathy",female,16.508615905734217,0,0,PC 689050,48.88322194944776,,S
5581,0,3,"House, Mrs. Michael",male,52.60681689787117,1,0,37396,0.1185745565210236,,S
5582,0,2,"Lee, Dr. Scott",female,27.875874459343724,3,0,SOTON/O 105767,109.58491441656746,,C
5583,1,1,"Roman, Master. Katie",male,70.0690905037194,0,0,70098,101.91581202259891,D169,C
5584,1,3,"Hampton, Dr. Gina",female,20.29638402438536,0,0,CA 234139,39.27250949890401,,C
5585,0,1,"Sparks, Miss. Matthew",female,33.502644879724684,1,0,W.E.P. 580426,13.944067595903062,,C
5586,0,2,"Goodman, Mr. Daniel",female,25.074110216522133,0,0,STON/O 442983,179.18549209169686,,S
5587,0,1,"Nguyen, Mrs. Lisa",male,18.896822718394198,0,1,11628,83.20568823322823,,Q
5588,0,2,"Sanders, Mr. Brandi",male,44.89320491230206,0,0,SOTON/O 492710,0.8549702146750531,,Q
5589,1,1,"Grant, Mrs. Lauren",male,14.522241278430712,1,0,35585,31.710075015706774,,S
5590,1,1,"Landry, Mrs. Alan",male,20.534956902360715,1,0,A/5 793731,5.3836166502775145,,S
5591,0,3,"Newman, Mrs. Ryan",female,38.20847592480875,1,0,PC 885981,7.092056228344401,,S
5592,0,3,"Allen, Master. Henry",female,40.42945135329167,1,0,W.E.P. 477099,0.06546103696413003,,S
5593,0,3,"Greene, Master. Leslie",female,10.513604102814707,1,0,SOTON/O 317338,58.191573874263945,,C
5594,1,3,"Snyder, Mrs. Travis",male,38.143476393015234,0,0,62564,14.552417500430112,B166,S
5595,0,1,"Clements, Miss. Deborah",female,31.804598787828745,0,0,W.E.P. 498791,18.180855969378797,E135,Q
5596,0,2,"Moore, Dr. Courtney",male,17.151872989938582,0,1,STON/O 216999,2.408787979354354,G76,Q
5597,0,1,"Walton, Miss. Terry",male,18.955658505302242,0,0,PC 943162,0.39881208459178863,C85,Q
5598,1,3,"Romero, Master. Sarah",female,1.531680008722386,1,0,A/5 144464,78.68491624381173,C11,S
5599,1,3,"Armstrong, Mrs. Amy",male,54.04422198916609,0,1,STON/O 685572,54.14820716306333,,C
5600,1,1,"Gutierrez, Master. Steven",male,44.2158858096781,0,1,31150,24.089115341015578,,Q
5601,0,2,"Davis, Dr. James",male,11.951969857504935,0,0,99452,3.6230667549894444,,S
5602,0,3,"Lee, Mr. Scott",male,41.18470741908514,0,1,70631,74.76264342797424,A52,S
5603,0,3,"Brown, Mr. Robin",male,21.963687184704668,0,0,PC 345235,130.42536731011947,,C
5604,1,3,"Kennedy, Miss. Tyler",male,42.807347508895795,0,0,PC 758431,37.47860373199243,,C
5605,0,2,"Brown, Mrs. John",female,23.054970031772847,0,0,17462,7.479972675951341,,S
5606,0,1,"Berger, Master. Amanda",female,24.913042668488583,0,0,85650,52.854276676200804,G23,Q
5607,1,3,"Hall, Miss. William",female,25.963138251392692,0,0,W.E.P. 597152,3.7101731719166566,,S
5608,1,3,"Parrish, Miss. Ray",male,20.797025216741616,2,1,A/5 176806,9.047813973241594,,S
5609,0,3,"Collins, Miss. Michelle",female,49.58979925326626,0,0,SOTON/O 908385,31.81306942742194,,S
5610,0,3,"Brown, Dr. Isaac",female,42.5793779031407,1,1,78352,14.319685632351858,,C
5611,0,3,"Mccormick, Miss. Arthur",male,31.53927953666591,0,0,W.E.P. 970552,133.11622019107187,G100,S
5612,1,3,"Ramirez, Mrs. Chris",male,44.34395429580134,0,0,A/5 397979,82.74030200551323,,S
5613,1,2,"Phelps, Dr. Brandy",male,7.220995986563572,0,0,67430,16.201182870491536,,S
5614,0,2,"Ramirez, Mr. Jordan",male,12.801577100285549,0,0,92576,165.92681426214244,,S
5615,0,3,"Schaefer, Mr. Kristina",male,36.64376667301148,1,1,41285,23.764479884728555,,S
5616,1,2,"Gonzalez, Mr. Jessica",male,40.29751178131044,0,0,A/5 693903,42.00969582609762,,C
5617,1,3,"Kim, Mrs. Frank",male,33.91170564758052,0,1,11958,41.507124411232596,,S
5618,0,3,"Atkins, Mrs. John",male,3.64227454890354,0,0,PC 325601,52.43200860447309,,Q
5619,0,3,"Cooley, Dr. Melanie",male,15.127316659271532,0,0,CA 491910,13.961135629180617,C112,C
5620,0,2,"Gonzalez, Mr. Linda",female,35.83228613105836,0,0,37786,127.58524248998042,,S
5621,0,2,"Whitehead, Dr. Carla",female,63.97061204937774,0,1,59374,15.440329337619804,,S
5622,1,3,"Hill, Mr. Leah",male,47.05077731081799,0,2,PC 724273,54.657490368233944,,C
5623,1,3,"Diaz, Mr. Danielle",male,52.082260178590815,1,1,14847,72.5706317697124,G153,S
5624,1,3,"Ewing, Mr. Tammy",male,34.756155910664184,2,1,83273,106.64694405478954,,Q
5625,0,3,"Davis, Mr. Zachary",male,34.65487373105128,1,0,30008,30.52641423136762,F54,S
5626,1,2,"Horton, Dr. Rebecca",male,15.531203458414936,0,0,89299,62.18501324149898,A182,S
5627,0,3,"Summers, Mrs. Theresa",female,43.32550874272264,0,0,SOTON/O 752306,4.46277054002261,,C
5628,0,3,"Maldonado, Mr. Tamara",male,28.97545616442596,0,0,33882,75.25835214294794,,C
5629,0,3,"Higgins, Miss. Jennifer",female,39.698253256492066,0,0,11908,70.45911496133441,,Q
5630,0,1,"Rose, Master. Michael",female,30.429608940333086,0,0,91179,26.432911836212792,,S
5631,1,2,"Thomas, Mrs. Gabriel",male,33.907657946510355,0,0,A/5 492335,18.8043699512571,,C
5632,0,3,"Shaffer, Mrs. Darlene",male,28.77180637181929,0,0,69202,23.917915290525862,,S
5633,0,3,"Mccall, Dr. Brian",male,33.144745769520505,1,0,SC/Paris 493769,4.746664706050064,,S
5634,0,3,"Rivas, Master. Joshua",male,44.00107180563323,0,0,62545,50.77871525823681,,S
5635,0,2,"Atkinson, Dr. Stephanie",male,12.272786593030865,1,0,95321,122.11088098053821,,S
5636,0,1,"Suarez, Mrs. Michael",female,9.09908603158846,3,0,22983,54.78974484619802,,S
5637,0,3,"Garcia, Mr. Alexander",female,35.962104086944585,0,0,PC 684295,43.4370462294162,,S
5638,1,1,"Thomas, Mr. Amy",female,50.16804017070663,1,0,CA 158968,233.9092018103549,E38,C
5639,0,3,"Wright, Dr. Elizabeth",male,53.69842463521515,0,0,W.E.P. 253506,39.026636574475724,A161,S
5640,0,3,"Walters, Mrs. Deanna",male,12.858256952058994,0,1,W.E.P. 746072,21.219486250848203,,S
5641,0,3,"Evans, Mrs. Eric",male,24.359766304366772,1,1,75303,60.98163362969772,,S
5642,1,2,"Jacobs, Mrs. Victor",male,9.29098643777127,1,0,PC 216497,36.84738917613922,B28,C
5643,0,3,"Cruz, Miss. Jo",male,22.29143723058032,1,1,W.E.P. 769371,178.93753309369876,,S
5644,0,2,"Hunt, Mr. John",female,45.71987333069106,0,0,58435,114.11711481754128,,S
5645,0,2,"Nash, Dr. Gregory",male,29.819515030182405,0,1,28261,146.72402186814563,,S
5646,0,3,"Little, Dr. Ronald",female,24.76576288526697,0,0,19275,0.05112488791162638,,S
5647,0,3,"Clayton, Mr. Heather",female,37.63120058975694,0,0,45089,20.339138578752035,,S
5648,1,3,"Guzman, Dr. Regina",male,18.869270742667403,0,0,28623,49.338413082698644,,S
5649,1,1,"Palmer, Dr. Nicole",female,52.301697108346005,2,0,A/5 682900,18.431491593935903,,S
5650,0,1,"Walker, Dr. Jeffrey",male,30.101989611380628,1,0,STON/O 447624,53.42021983479215,,Q
5651,1,1,"Crawford, Dr. Natasha",male,24.37488059856141,0,1,80848,62.754822325290725,D39,S
5652,1,1,"Ward, Dr. Matthew",female,38.215889287138566,3,0,A/5 953337,48.81316898992799,E109,S
5653,0,3,"Moran, Mrs. Paige",male,43.150006242954646,2,0,A/5 666235,30.648544302902604,,S
5654,0,2,"Harris, Miss. Amber",female,52.343653362089626,0,0,W.E.P. 331181,59.660339037805386,,C
5655,0,3,"Ponce, Master. Larry",female,27.0604353123857,0,1,SC/Paris 289707,75.79200796290704,,Q
5656,0,2,"Hill, Mrs. Juan",female,45.204791317712036,2,2,W.E.P. 517830,59.550982156720124,,S
5657,1,2,"Raymond, Mrs. Abigail",female,31.41696256659996,0,1,63845,83.56653788033424,,Q
5658,1,3,"Rodriguez, Mrs. Katherine",male,21.44067970636827,1,1,37870,147.11137384788864,,S
5659,1,2,"Montgomery, Mrs. Jon",male,19.124638593940716,0,0,52754,5.407737794715916,,S
5660,1,2,"Lewis, Dr. Jeffrey",male,14.642231789137941,0,0,72706,118.44664420201052,,C
5661,0,2,"White, Master. Troy",male,19.616284015552402,1,1,PC 988286,15.977133406170463,,S
5662,0,1,"West, Master. Sara",male,45.619892704641174,0,0,52705,41.47919502592697,,S
5663,1,3,"Barnett, Dr. Philip",female,39.89393442500452,1,0,PC 798847,142.68689225127073,G40,C
5664,0,2,"Gray, Dr. Jennifer",male,12.623036816812704,0,0,STON/O 264949,48.388758136473804,,S
5665,0,3,"Flores, Master. Jeremy",female,5.550527116990903,2,1,12153,4.396252162313156,,S
5666,1,3,"Smith, Mrs. Timothy",female,14.427895818850248,2,1,10350,34.58015483077735,,C
5667,1,3,"Burton, Dr. Daniel",male,19.12569308453992,0,1,SOTON/O 269532,112.38033481187337,F88,S
5668,1,1,"Brooks, Mrs. James",male,25.75428005192188,0,0,CA 853730,26.55945403709418,,S
5669,0,3,"Ross, Mrs. Caroline",male,46.420089322121996,1,0,STON/O 920882,94.17990218852195,,Q
5670,1,1,"Williams, Dr. Jill",male,22.331963975404665,0,1,71377,79.03842237004858,G95,C
5671,1,3,"Nelson, Dr. Ashley",male,53.52699944248184,0,0,CA 373180,118.45340627667285,,S
5672,0,3,"Fisher, Master. Michael",male,6.477201507500851,0,0,88675,15.263357941142312,,S
5673,1,1,"Vega, Dr. Joshua",female,25.119144709327713,0,0,STON/O 374301,34.31405293820527,,C
5674,0,3,"White, Mr. Scott",male,40.99768136790962,0,1,PC 270463,20.414213615219285,,S
5675,1,3,"Kelly, Mrs. Laura",female,41.860873533130075,1,0,45303,38.20728441425605,,Q
5676,0,3,"Mcpherson, Mrs. Claudia",female,25.3000046105625,0,1,28997,0.9654047621422798,,S
5677,0,2,"Frazier, Miss. Alicia",male,44.02454807297876,1,0,77256,13.832039456872819,,S
5678,0,3,"Harris, Mrs. Thomas",male,41.37075019509636,1,1,STON/O 777555,182.55270271044444,,C
5679,1,3,"Valdez, Mr. Christopher",female,20.45039476962485,0,0,STON/O 427877,46.20736107980743,C86,Q
5680,0,2,"Mora, Mrs. Caitlin",female,34.40899855822191,0,1,A/5 474195,9.517160791013616,,C
5681,0,3,"Griffith, Mrs. William",male,39.85058597707583,1,0,SOTON/O 820499,35.49613626064913,,Q
5682,0,1,"Haynes, Miss. Lisa",male,21.452513253980452,1,0,CA 733760,59.864257499821115,,C
5683,1,1,"Young, Mrs. David",male,53.720556303768284,0,0,38950,46.28186165322129,,S
5684,0,3,"Santiago, Mr. Jillian",male,18.304932747353,0,0,CA 355475,34.850148223420106,,C
5685,0,3,"Larson, Dr. Bridget",male,32.01730036612317,1,0,92214,56.0369141095965,,S
5686,1,3,"Rose, Dr. Theresa",male,12.503117570126886,0,0,77291,9.132684138819547,A19,C
5687,0,3,"Martin, Mrs. Matthew",female,31.447042781275844,1,0,CA 558899,28.82930441002062,,Q
5688,1,1,"Moore, Dr. Cheryl",male,15.060974975008492,0,0,11093,69.36696855727969,,S
5689,0,1,"Underwood, Master. Jay",male,25.882192021390324,0,1,56425,43.310290145414285,,S
5690,1,3,"Sullivan, Master. Mary",male,7.787634141504647,1,0,33445,118.3718878435999,,C
5691,0,1,"Martinez, Mr. Eric",female,41.197387604560106,1,0,STON/O 982884,29.32785844505196,,S
5692,0,3,"Johnson, Mrs. Sean",male,34.9879206963825,0,0,STON/O 401582,7.088489774575139,,S
5693,1,3,"Hensley, Dr. Thomas",female,45.22374775091379,1,1,45859,2.499401063624328,,S
5694,0,1,"Alexander, Dr. David",male,25.130727695042296,0,1,STON/O 998745,32.45120450144475,,C
5695,1,2,"Wong, Mr. Philip",male,45.87386313633398,0,0,PC 706632,28.774681348361238,,S
5696,0,3,"Thompson, Master. Karen",male,30.5499150355277,0,0,SOTON/O 475986,14.820189717651724,F133,S
5697,0,3,"Harrison, Mrs. Joseph",female,31.584344432002315,1,0,64019,44.64282375785717,,Q
5698,0,3,"Allen, Master. Miguel",male,59.59674655492714,0,0,21909,14.395823522869645,F91,Q
5699,1,3,"Kennedy, Mr. William",male,23.214536490859548,1,0,PC 696664,12.187789604372965,,C
5700,0,3,"Friedman, Mrs. Christopher",female,47.1844264361679,0,0,CA 538561,48.67189825333112,F180,S
5701,0,2,"Romero, Mr. Erik",female,36.715589167666586,0,0,35652,144.9686442731553,C195,S
5702,0,1,"Lee, Mr. Dawn",male,21.993331508563237,1,1,W.E.P. 722182,11.330885665874531,B47,S
5703,0,2,"Moore, Dr. Christopher",female,11.58032753351138,0,0,30612,10.094931188619366,B193,S
5704,0,1,"Ward, Master. Micheal",male,15.536809293623136,2,0,PC 861320,36.63082654584834,,S
5705,1,1,"Davis, Mr. Barbara",male,45.82944716996315,0,0,45095,6.3597549398597755,A140,S
5706,0,2,"Ryan, Mr. Philip",male,54.28159337571739,1,0,SOTON/O 956413,17.413237186263697,,S
5707,1,2,"Walker, Mrs. Jacqueline",male,31.280158644943164,1,1,32689,234.20985986515203,A55,C
5708,0,1,"Sutton, Mrs. Amanda",male,32.01434467669572,0,0,73917,91.95624025902961,,C
5709,1,3,"Ward, Master. Melanie",male,40.870348064190814,0,1,48957,61.22964798937195,,S
5710,1,3,"Key, Master. Christopher",male,31.02622841094459,0,0,SC/Paris 189642,1.3184406223887832,B176,S
5711,0,1,"Nelson, Master. Pamela",male,45.39580053158451,0,2,STON/O 855638,15.399241522305413,,S
5712,1,3,"Dixon, Dr. Christine",male,34.08271150928459,2,0,90046,42.15997192496552,,S
5713,0,1,"Mathis, Dr. Amy",male,31.897578391134196,0,0,PC 957411,61.9421737050447,A175,C
5714,1,3,"Jenkins, Mr. Robert",male,20.211020135082343,0,0,50406,55.187532435032324,G124,C
5715,1,1,"Henderson, Mrs. Kristen",male,16.766260887374045,1,1,67383,10.256696604929502,,S
5716,0,3,"Bennett, Dr. Lisa",female,0.42,0,0,82091,31.394786423873338,,S
5717,0,1,"Frazier, Miss. Chris",male,47.27763519918621,0,0,STON/O 703542,11.063919315296367,A92,S
5718,0,3,"Hernandez, Master. Matthew",male,27.947501226887443,1,1,87070,128.56904344865725,,S
5719,0,2,"Kemp, Mrs. Keith",male,24.394437173699064,0,2,10092,40.756209770026224,B182,C
5720,0,3,"Cortez, Mr. Deborah",female,2.676097850603931,1,0,31667,24.73607235151436,A62,C
5721,0,2,"Burton, Mrs. Angela",male,21.038421279187073,1,0,26567,125.06320016373256,,S
5722,0,1,"Graham, Mrs. Jessica",male,19.196389584039462,0,0,STON/O 571779,117.15006854575101,D82,S
5723,1,3,"Myers, Mr. Craig",male,18.873176778769157,0,1,A/5 916855,35.06910141385204,G182,S
5724,0,1,"Gutierrez, Dr. Daniel",female,34.65970600413679,0,1,STON/O 986339,58.04213694829533,,Q
5725,0,3,"Jordan, Miss. Deborah",male,31.71147974474405,3,0,A/5 634387,19.198260189628517,C138,S
5726,1,1,"Richardson, Dr. Maria",male,10.941856929324125,0,0,SC/Paris 313832,18.38414866128423,,C
5727,0,3,"Hernandez, Master. Leslie",male,11.830224601297342,0,0,21373,39.87676260514162,,Q
5728,0,3,"Phillips, Miss. Mary",male,11.804500267374877,1,0,PC 893930,93.74988248464487,G96,S
5729,0,2,"Garcia, Miss. Anthony",male,55.34736522594048,0,0,CA 772089,45.46078025041555,E49,S
5730,1,1,"Love, Dr. Paula",female,50.89811680168282,1,0,CA 952021,30.72040439431052,B114,C
5731,1,3,"Gonzalez, Dr. Elizabeth",male,18.06781401260563,0,0,W.E.P. 449187,54.55326572846918,,C
5732,0,3,"Taylor, Master. Travis",male,2.3276795200597675,2,0,47208,83.64360933727428,,S
5733,1,3,"Farley, Master. Nathan",male,31.79261940217528,1,1,CA 692400,77.40361233377205,,S
5734,0,2,"Jensen, Mrs. Luis",male,30.6571616273274,1,0,66355,23.14911786815937,,S
5735,1,3,"Melendez, Mr. Donald",male,34.43683781783757,2,0,27340,137.17807602508438,,S
5736,1,2,"Middleton, Dr. Matthew",male,40.37923449468266,1,0,PC 643731,0.7942068524677119,G65,S
5737,1,2,"Miller, Mr. Brandon",female,36.32385534754319,2,0,CA 524341,29.96363428448019,,S
5738,0,3,"Rivera, Dr. Jessica",male,14.369846558996453,0,1,SC/Paris 124536,119.04104707813794,C96,S
5739,0,2,"Torres, Miss. Cynthia",male,34.11657522029625,0,1,A/5 411671,59.537382213095725,,S
5740,0,2,"Burch, Master. Stephanie",female,41.95353005469916,2,1,56900,60.86838503242086,C63,S
5741,1,2,"Collins, Miss. Stephen",male,19.86397587795278,0,1,56370,8.508017664326795,,Q
5742,0,3,"Barnes, Dr. Robert",female,34.19939056258202,0,0,68865,43.620350926631595,B71,S
5743,1,3,"Combs, Master. Emily",male,22.261069955450687,1,0,23010,170.48513255245967,,C
5744,1,3,"Jones, Mrs. Allen",male,57.946376093177214,0,0,76127,11.884177665270222,,S
5745,0,3,"Weiss, Master. Ashley",male,11.42442005586172,1,0,PC 278335,19.813945504969897,,S
5746,1,3,"White, Master. Stephanie",male,46.183285111400416,0,0,33974,24.602016388769414,D196,C
5747,1,3,"Palmer, Dr. Leah",male,6.608621340046231,1,0,PC 956766,22.305590839487675,,S
5748,1,1,"Buchanan, Mr. Anne",female,55.10273759303251,0,0,13827,49.31550436762053,,C
5749,1,1,"Flores, Master. Elizabeth",female,14.018313056058266,1,0,17045,13.366107030475455,,S
5750,1,1,"Rasmussen, Dr. Melissa",male,32.65540161585071,1,0,CA 844100,35.22957454658163,B184,S
5751,0,3,"Williams, Master. Robert",female,7.191295386244732,1,1,W.E.P. 967019,25.561212233996507,,C
5752,1,3,"Rowe, Dr. Ashley",male,11.100264361696048,0,0,STON/O 249591,51.70876866609877,E2,S
5753,0,2,"Reid, Miss. Evan",female,42.568458666744704,1,1,CA 584600,13.849696577780405,,S
5754,1,2,"Davidson, Dr. Karen",male,44.3942723605726,0,0,W.E.P. 347654,40.27379057013102,E142,S
5755,1,3,"Fuentes, Miss. Jeffery",female,33.351025053147055,2,0,SOTON/O 794140,67.4241511358551,C149,S
5756,0,3,"Pierce, Miss. John",male,40.37514331686337,2,1,29066,59.03804660339213,,C
5757,1,3,"Baker, Mr. Mitchell",female,44.628302397155615,1,0,18036,89.87264283253855,,S
5758,0,2,"Hardy, Miss. Kyle",female,20.4215239068096,0,0,18964,156.36104637810618,G46,S
5759,0,1,"Peck, Dr. Cynthia",male,10.414539919564596,2,0,STON/O 164075,96.19675927900069,G27,C
5760,0,1,"Wong, Mr. Jennifer",male,29.808152593160877,2,0,PC 304996,139.19685224336195,A68,Q
5761,1,1,"Mason, Mr. Jennifer",female,21.919183397439085,1,0,67384,0.8832115187810913,B117,S
5762,1,2,"Barron, Mr. Laura",male,35.44070072281393,0,0,A/5 346402,49.568423905504254,,S
5763,1,3,"Riley, Miss. Joshua",male,37.672400569230966,2,0,PC 448162,15.580003992002148,,S
5764,0,1,"Campbell, Dr. Amy",male,20.45688893203007,1,1,49682,82.77286683761005,G18,S
5765,1,1,"Wright, Master. Denise",female,39.8575196015302,0,0,SC/Paris 533820,85.4734055698726,C47,S
5766,1,1,"Figueroa, Master. Christopher",male,39.15793726331832,2,0,STON/O 863220,2.447364758633285,,S
5767,0,3,"Long, Mr. Kathy",male,40.12644610444627,0,0,W.E.P. 322155,45.26200660196573,,C
5768,0,3,"Lang, Mrs. Kimberly",female,24.29090672185169,0,0,W.E.P. 257639,95.15090665292631,,S
5769,0,3,"Medina, Master. Richard",male,40.91891030760005,1,0,CA 235657,44.26545552993617,,S
5770,1,2,"Adams, Dr. Joshua",male,37.280031929452704,0,0,34264,27.71624610303775,,S
5771,1,2,"Bowen, Mr. Dawn",male,38.96258502659185,2,0,SOTON/O 505224,3.9943813223121474,F173,C
5772,1,1,"Butler, Mrs. Isabel",female,53.48903988323937,0,1,56578,65.51699366288575,,S
5773,0,1,"Hartman, Dr. Kim",male,34.588838658955765,0,0,71864,3.878692179956327,,S
5774,1,3,"Gray, Mrs. Michelle",male,21.502528864035458,0,0,SC/Paris 379008,45.55451199645664,,C
5775,0,3,"Saunders, Master. Megan",female,14.4536365660075,1,1,SOTON/O 837503,124.82482125364653,,Q
5776,0,3,"Lewis, Mrs. Kimberly",male,45.7911062399135,1,1,17256,27.15972308155778,,C
5777,1,3,"Wright, Miss. Alan",female,35.002307464496276,1,0,85677,73.51970112437388,,S
5778,0,3,"Oneal, Miss. Robert",male,53.38030783648314,2,0,SC/Paris 633911,80.42464218644383,,S
5779,1,1,"Lawrence, Mr. Daniel",female,1.5862693231934202,0,0,52987,0.5197430457525684,,S
5780,0,3,"Burns, Miss. Mary",male,42.74933922901019,1,0,37571,123.2198934045942,A93,S
5781,1,1,"Watson, Mrs. Wesley",female,26.344077304111206,2,1,80212,10.4607970938397,,C
5782,0,3,"Smith, Miss. Patty",male,25.050706071663605,0,0,34608,16.612946143974042,D195,S
5783,0,2,"Johnson, Mr. Shannon",male,19.292690237919725,0,0,31693,102.30987986350466,,Q
5784,0,2,"Taylor, Master. Heather",female,42.593994194392,0,1,11931,58.01234570871506,D66,S
5785,0,3,"Spence, Mr. Jody",male,38.589506481965145,1,0,A/5 503241,23.249448672320558,,S
5786,1,2,"Harris, Mr. Renee",female,14.006651649447832,0,0,54005,4.59916428279864,G97,S
5787,0,2,"Bass, Mrs. Gary",male,32.308900130950995,1,0,17310,24.406971112082495,,S
5788,1,2,"Murphy, Mrs. Monica",male,39.885600629526586,1,1,77403,169.560723148047,,Q
5789,1,2,"Hamilton, Dr. Richard",female,32.4921473629627,0,0,72470,5.525132707635242,,S
5790,0,3,"Caldwell, Miss. Nancy",male,45.50976420037714,1,0,48438,93.58292721492066,,S
5791,0,3,"Haas, Master. Marcia",female,25.93946038555145,0,0,W.E.P. 810318,19.674455335883227,D147,Q
5792,1,3,"Hill, Dr. Adrian",male,0.42,0,0,49383,53.14730437418057,,C
5793,1,1,"Graham, Mrs. Ashley",male,32.61404585075531,1,0,CA 239528,49.92163313328522,G56,S
5794,1,3,"Odonnell, Master. Kerri",female,32.52876077167112,0,1,W.E.P. 902865,19.695796789089133,C87,S
5795,0,1,"Wilson, Mrs. Paige",male,34.35661095386096,2,1,42214,2.791128263565254,,C
5796,1,1,"Henderson, Miss. Justin",male,45.49770737154782,0,0,A/5 760640,8.056502872779815,,S
5797,0,2,"Hall, Mr. Travis",female,2.6655144538937066,0,0,45121,41.7181186726727,A144,Q
